Feature1,Feature2,Feature3,Feature4,CardType,score,Month
-0.000290604,0.0,14904.33,0.0,Smart Cash,0.0035,1/31/2019
0.055193605,1.0,16250.67,0.0,Smart Cash,0.0223,1/31/2019
1.016757,1.0,-167.57,132.19,Smart Cash,0.8854,1/31/2019
0.1945241935483871,1.0,4993.95,0.0,Smart Cash,0.1792,1/31/2019
0.0,,10000.0,0.0,Elite,0.0328,1/31/2019
-0.016396899,0.0,13111.52,0.0,Elite,0.01,1/31/2019
0.0,,22900.0,0.0,True Line Gold,0.0086,1/31/2019
0.074065714,1.0,6481.54,0.0,True Line Gold,0.1629,1/31/2019
0.091799333,1.0,13623.01,0.0,Platinum,0.0324,1/31/2019
0.0254545,1.0,19490.91,0.0,True Line Gold,0.0473,1/31/2019
0.0426649999999999,1.0,1914.67,0.0,True Line Gold,0.1031,1/31/2019
0.8011394117647059,1.0,3380.6299999999987,253.76,Platinum,0.7933,1/31/2019
0.0,,10000.0,0.0,Elite,0.0115,1/31/2019
0.0,,7500.0,0.0,Platinum,0.1396,1/31/2019
0.96279,1.0,186.05000000000013,81.88,Elite,0.7973,1/31/2019
0.3121443037974684,1.0,5434.06,48.95,True Line Gold,0.3651,1/31/2019
0.9060876056338028,1.0,3333.8899999999994,493.94,Elite,0.8859,1/31/2019
0.3302633333333333,1.0,6027.63,0.0,Platinum,0.261,1/31/2019
0.212,1.0,1576.0,13.2,Smart Cash,0.2341,1/31/2019
0.027013,1.0,9729.87,0.0,Platinum,0.174,1/31/2019
0.007454106,1.0,20545.7,5.43,Elite,0.0065,1/31/2019
0.1180173333333333,1.0,13229.74,0.0,Smart Cash,0.0939,1/31/2019
0.0,,8000.0,0.0,Platinum,0.125,1/31/2019
0.99585,0.0,37.35000000000037,1.65,Platinum,0.2201,1/31/2019
1.1689836363636363,1.0,-1858.82,241.32,Elite,0.9394,1/31/2019
0.102405,1.0,8975.95,12.94,True Line,0.0571,1/31/2019
0.01881,1.0,3924.76,0.0,True Line Gold,0.1475,1/31/2019
0.5321176470588236,0.033119610877736,795.4,3.62,True Line Gold,0.1775,1/31/2019
7.692307692307692e-06,1.0,5199.96,0.04,Platinum,0.2519,1/31/2019
0.176476,1.0,4117.62,0.0,Platinum,0.2224,1/31/2019
0.9507128205128206,1.0,576.6599999999999,148.54,Elite,0.7729,1/31/2019
-0.001183696,0.0,27632.67,0.0,Smart Cash,0.0015,2/28/2019
0.1539430769230769,1.0,21997.48,0.0,Smart Cash,0.0306,2/28/2019
0.8125806060606059,1.0,3092.42,272.63,Smart Cash,0.9039,2/28/2019
0.858721,1.0,1412.7900000000006,185.35,True Line Gold,0.7651,2/28/2019
0.090749412,1.0,7728.63,0.0,Smart Cash,0.2523,2/28/2019
0.0,,2500.0,0.0,Platinum,0.1224,2/28/2019
0.45962,1.0,2701.9,14.62,Platinum,0.436,2/28/2019
0.009918889,1.0,8910.73,0.0,Platinum,0.161,2/28/2019
0.0,,1000.0,0.0,True Line Gold,0.0908,2/28/2019
0.7600283018867925,1.0,1271.85,96.0,True Line Gold,0.6401,2/28/2019
0.2348760000000001,1.0,3825.62,0.0,Smart Cash,0.2995,2/28/2019
0.0,,9000.0,0.0,Elite,0.0523,2/28/2019
0.0,,10000.0,0.0,Platinum,0.0514,2/28/2019
0.020852,1.0,4895.74,0.0,Smart Cash,0.1024,2/28/2019
1.3282040000000002,1.0,-820.51,62.26,Elite,0.8735,2/28/2019
0.0,,15400.0,0.0,True Line Gold,0.0505,2/28/2019
0.093479381,1.0,8793.25,0.0,Smart Cash,0.3124,2/28/2019
0.0223,1.0,19554.0,0.0,Platinum,0.0088,2/28/2019
0.519533,1.0,9609.34,198.71,Smart Cash,0.7214,2/28/2019
0.3567388888888889,1.0,4631.48,8.76,Elite,0.3952,2/28/2019
0.6786479999999999,1.0,1606.7600000000002,71.34,Smart Cash,0.7627,2/28/2019
0.0,,14000.0,0.0,True Line,0.0357,2/28/2019
0.0214357142857142,1.0,6849.95,0.0,Elite,0.0669,2/28/2019
0.8203025974025974,1.0,2767.34,193.42,Platinum,0.7754,2/28/2019
0.6585506666666667,0.4508870995499207,5121.74,85.18,Platinum,0.2285,2/28/2019
-0.069928889,0.0,9629.36,0.0,Elite,0.0018,2/28/2019
0.0,,3000.0,0.0,Elite,0.0996,2/28/2019
0.0284516129032258,1.0,6023.6,0.0,Smart Cash,0.1415,2/28/2019
1.0195014,1.0,-975.07,978.37,Smart Cash,0.9963,2/28/2019
0.0,,14000.0,0.0,True Line,0.036,2/28/2019
0.063651852,1.0,2528.14,0.0,True Line,0.0685,2/28/2019
0.0403315,1.0,19193.37,6.77,Platinum,0.0678,2/28/2019
0.016599,1.0,9834.01,1.86,True Line,0.0723,2/28/2019
0.0,,5200.0,0.0,Elite,0.086,2/28/2019
-0.003649533,0.0,10739.05,35.95,Smart Cash,0.0197,2/28/2019
0.061814074,1.0,25331.02,0.0,True Line,0.0094,2/28/2019
0.25021,1.0,1499.58,10.61,Smart Cash,0.6609,2/28/2019
-0.0704745,0.0,21409.49,0.0,Platinum,0.0047,2/28/2019
0.0,,7000.0,0.0,True Line Gold,0.1525,2/28/2019
0.7096850393700788,0.0,3687.0,7.32,Platinum,0.1824,2/28/2019
0.9205,1.0,636.0,156.66,Platinum,0.7654,2/28/2019
0.000827626,1.0,25678.73,0.0,Elite,0.0175,2/28/2019
0.271648,1.0,3641.76,2.14,Elite,0.1789,2/28/2019
0.1442408333333333,1.0,10269.11,0.0,Elite,0.125,2/28/2019
0.040275652,1.0,11036.83,28.84,Platinum,0.1048,2/28/2019
0.0008,1.0,1998.4,1.6,Elite,0.307,2/28/2019
-0.000640667,0.0,30019.22,0.0,Platinum,0.0009,2/28/2019
0.045047938,1.0,18526.07,25.53,True Line,0.0437,2/28/2019
-1.82e-06,0.0,5500.01,0.0,Smart Cash,0.0483,2/28/2019
0.058562308,1.0,12238.69,0.0,Smart Cash,0.0641,2/28/2019
0.8039731707317073,0.8738824557305335,1607.42,105.7,Smart Cash,0.622,2/28/2019
0.9116802259887006,1.0,1563.2600000000002,0.0,Elite,0.5999,2/28/2019
0.8745322580645161,0.0,2333.7000000000007,14.23,Platinum,0.4776,2/28/2019
0.9751716666666668,1.0,446.9099999999999,279.01,Platinum,0.908,2/28/2019
0.43627,1.0,1127.46,0.0,Platinum,0.3222,2/28/2019
0.9388299319727892,0.0,899.2000000000007,0.0,Elite,0.1139,2/28/2019
-0.001428571,0.0,7010.0,0.0,Smart Cash,0.0057,2/28/2019
0.935023448,0.0,942.16,11.47,Smart Cash,0.3759,2/28/2019
0.253644,0.0,11195.34,3.7,Elite,0.0307,2/28/2019
0.019417094017094,1.0,11472.82,0.0,Platinum,0.1905,2/28/2019
0.9896,0.0,208.0,0.0,Elite,0.2713,2/28/2019
0.5924281818181818,1.0,4483.29,110.77,True Line,0.6344,2/28/2019
-0.008597638,0.0,12809.19,0.0,Elite,0.0183,2/28/2019
0.00797,1.0,5952.18,0.0,Platinum,0.0223,2/28/2019
-0.101556771,0.0,21149.89,0.0,Smart Cash,0.0107,2/28/2019
0.9478599078341016,0.0,1131.4399999999987,17.29,Smart Cash,0.2019,2/28/2019
0.081947368,1.0,8721.5,0.0,Smart Cash,0.0488,2/28/2019
0.0310185714285714,1.0,13565.74,0.0,True Line,0.1048,2/28/2019
0.0,,3000.0,0.0,Platinum,0.1357,2/28/2019
0.087214286,1.0,3194.75,0.18,Smart Cash,0.3257,2/28/2019
0.0,,5000.0,0.0,True Line Gold,0.1298,2/28/2019
0.5938310344827585,0.3986516540755237,5889.450000000003,48.78,True Line Gold,0.2725,2/28/2019
0.157648,1.0,8423.52,0.0,Smart Cash,0.1236,2/28/2019
0.9844163333333332,2.370270844077149e-05,467.5099999999984,12.49,Elite,0.2682,2/28/2019
-0.00697,0.0,19132.43,0.0,Smart Cash,0.0045,2/28/2019
0.2406290476190477,1.0,15946.79,0.0,True Line,0.0187,2/28/2019
1.0022568888888888,0.001270909,-50.78,25.78,Platinum,0.3862,2/28/2019
0.064781111,1.0,25250.91,36.98,True Line Gold,0.037,2/28/2019
0.9483137931034484,1.0,449.6700000000001,166.01,Platinum,0.7448,2/28/2019
0.1376777142857143,1.0,30181.28,0.0,Elite,0.0207,2/28/2019
0.246897619047619,1.0,3163.03,17.3,True Line Gold,0.4088,2/28/2019
0.6326745,1.0,7346.51,220.97,Elite,0.6746,2/28/2019
0.023346667,1.0,11719.84,0.09,Elite,0.0597,2/28/2019
0.043585263,1.0,9085.94,0.0,True Line,0.1319,2/28/2019
0.305703,,6942.9699999999975,18.15,Elite,0.2414,2/28/2019
0.015456,,9845.44,23.85,Platinum,0.0518,2/28/2019
0.075865,,9241.35,0.0,Platinum,0.2347,2/28/2019
0.143455294117647,,,0.79,Elite,0.2156,2/28/2019
0.0,,,0.0,Elite,0.1133,2/28/2019
0.2026828571428571,1.0,,0.0,True Line,0.2999,2/28/2019
0.043504286,1.0,,0.0,Platinum,0.2093,2/28/2019
0.7340624,1.0,,385.76,True Line Gold,0.7073,2/28/2019
0.535309,1.0,,31.51,Platinum,0.6858,2/28/2019
0.7199000000000001,0.0,,11.13,True Line,0.0402,2/28/2019
0.2624946666666666,0.0,,0.0,True Line,0.0311,2/28/2019
0.000415385,1.0,,1.08,Smart Cash,0.0392,2/28/2019
1.06004,1.0,,112.42,True Line,0.7893,2/28/2019
0.0221171428571428,1.0,,0.0,True Line,0.121,2/28/2019
0.98898,1.0,,247.75,Elite,0.8349,2/28/2019
0.0371604,1.0,,0.0,Elite,0.0108,2/28/2019
0.043897464,1.0,,0.0,Platinum,0.1588,3/31/2019
0.1250780769230769,1.0,,0.0,Elite,0.1399,3/31/2019
0.6534915151515152,1.0,,202.51,Elite,0.3395,3/31/2019
0.633364,1.0,,121.54,Smart Cash,0.7098,3/31/2019
0.048142353,1.0,,0.0,True Line Gold,0.0885,3/31/2019
0.0,,,0.0,True Line,0.0327,3/31/2019
0.289692,1.0,,0.0,True Line,0.2252,3/31/2019
0.0,,,0.0,Smart Cash,0.0387,3/31/2019
0.0,,,0.0,True Line Gold,0.0757,3/31/2019
0.8516528301886793,1.0,,57.75,Smart Cash,0.5066,3/31/2019
0.289606,1.0,,0.0,True Line,0.1043,3/31/2019
0.0,,,0.0,True Line,0.0242,3/31/2019
-0.134235294,0.0,,0.0,Platinum,0.0136,3/31/2019
0.0,,,0.0,Smart Cash,0.0618,3/31/2019
0.03935,1.0,,0.0,Smart Cash,0.0567,3/31/2019
1.362724,1.0,,51.3,Platinum,0.7385,3/31/2019
0.0,,,0.0,Platinum,0.0298,3/31/2019
0.1159948453608247,1.0,,0.0,Elite,0.3545,3/31/2019
0.102687,1.0,,0.0,True Line,0.1429,3/31/2019
1.0234235,1.0,,376.42,Elite,0.9071,3/31/2019
0.5101145,1.0,,161.63,Smart Cash,0.6959,3/31/2019
0.3527152777777778,1.0,,35.81,True Line Gold,0.1736,3/31/2019
0.668536,1.0,,59.44,Platinum,0.2977,3/31/2019
0.0,,,0.0,Platinum,0.0396,3/31/2019
0.0452528571428571,1.0,,0.0,Smart Cash,0.1084,3/31/2019
0.6503915584415585,1.0,,194.25,Platinum,0.5896,3/31/2019
0.6500493333333334,0.4547849701663669,,72.48,Smart Cash,0.2153,3/31/2019
-0.228516667,0.0,,0.0,True Line,0.0057,3/31/2019
0.0,,,0.0,Elite,0.0413,3/31/2019
0.0412435483870967,1.0,,0.0,True Line,0.0441,3/31/2019
0.2043056,1.0,,174.29,Elite,0.4349,3/31/2019
0.0,,,0.0,Smart Cash,0.0468,3/31/2019
0.0621259259259259,1.0,,0.0,True Line Gold,0.0826,3/31/2019
0.0552195,1.0,,0.05,Elite,0.1362,3/31/2019
0.0164139999999999,1.0,,0.01,Elite,0.1161,3/31/2019
0.0,,,,Smart Cash,0.0325,3/31/2019
0.036242056,1.0,,,Elite,0.0733,3/31/2019
0.001822593,1.0,,,Smart Cash,0.0409,3/31/2019
-0.073289,0.0,,,Smart Cash,0.0041,3/31/2019
0.6905370078740157,0.0,,,True Line Gold,0.1438,3/31/2019
0.90881,1.0,,,Platinum,0.4955,3/31/2019
0.00137821,1.0,,,True Line,0.0568,3/31/2019
0.706622,1.0,,,True Line,0.2614,3/31/2019
0.1299891666666666,1.0,,,Elite,0.2892,3/31/2019
-0.007909565,0.0,,,True Line Gold,0.0101,3/31/2019
-0.000640667,0.0,,,True Line,0.0176,3/31/2019
0.033855155,1.0,,,True Line,0.1114,3/31/2019
-1.82e-06,0.0,,,Smart Cash,0.0066,3/31/2019
0.2199807692307692,1.0,,,Elite,0.2312,3/31/2019
0.8017353658536585,0.8833977515237527,,,True Line,0.4736,3/31/2019
0.4826084745762712,1.0,,,True Line Gold,0.4997,3/31/2019
0.8612123655913978,0.0,,,Smart Cash,0.2449,3/31/2019
0.9831755555555556,1.0,,,True Line,0.4269,3/31/2019
0.31751,1.0,,,Elite,0.2125,3/31/2019
0.9294414965986396,0.0,,,Smart Cash,0.1961,3/31/2019
0.9412820689655172,1.0,,,Smart Cash,0.5702,3/31/2019
0.1540099999999999,0.0,,,True Line Gold,0.0087,3/31/2019
0.065199351,1.0,,,Platinum,0.0395,3/31/2019
0.979704,0.0,,,Smart Cash,0.2161,3/31/2019
0.6383690909090911,1.0,,,Smart Cash,0.4517,3/31/2019
0.0,,,,Platinum,0.03,3/31/2019
0.25908,1.0,,,True Line,0.4444,3/31/2019
-0.037510417,0.0,,,Platinum,0.0216,3/31/2019
0.9370506912442396,0.0,,,True Line Gold,0.1615,3/31/2019
0.0400094736842105,1.0,,,Elite,0.3424,3/31/2019
0.031965714,1.0,,,Smart Cash,0.0401,3/31/2019
0.0,,,,Elite,0.0346,3/31/2019
0.1862514285714285,1.0,,,Elite,0.0869,3/31/2019
0.0,,,,True Line,0.154,3/31/2019
0.6188179310344828,0.4324752642970023,,,True Line Gold,0.1273,3/31/2019
0.319967,1.0,,,True Line,0.321,3/31/2019
0.963227,3.460589594491572e-07,,,Elite,0.2537,3/31/2019
-0.005986842,0.0,,,Smart Cash,0.0087,3/31/2019
0.1524509523809523,1.0,,,Elite,0.169,3/31/2019
0.9933831111111112,4.474048727759504e-07,,,True Line Gold,0.123,3/31/2019
0.065783704,1.0,,,Elite,0.2048,3/31/2019
0.9365011494252874,1.0,,,Elite,0.4377,3/31/2019
0.1127242857142857,1.0,,,Smart Cash,0.0814,3/31/2019
0.3718785714285714,1.0,,,Elite,0.3438,3/31/2019
0.602434,1.0,,,Platinum,0.315,3/31/2019
0.2237175,1.0,,,Elite,0.4264,3/31/2019
0.083315789,1.0,,,Elite,0.2789,3/31/2019
0.444044,0.666030844,,,True Line Gold,0.0663,3/31/2019
0.224997,1.0,,,True Line Gold,0.2031,3/31/2019
0.048206,1.0,,,True Line,0.1115,3/31/2019
0.1310976470588235,1.0,,,Platinum,0.4123,3/31/2019
0.084439286,1.0,,,True Line,0.0944,3/31/2019
0.004377857,1.0,,,Platinum,0.0718,3/31/2019
0.7244308,1.0,,,Elite,0.4272,3/31/2019
0.185535,1.0,,,Smart Cash,0.1511,3/31/2019
0.7327035087719298,1.0,,,Platinum,0.3318,3/31/2019
0.235828,0.0,,,Smart Cash,0.0387,3/31/2019
3.846153846153846e-06,1.0,,,Elite,0.0755,3/31/2019
1.0917616666666663,1.0,,,True Line,0.5517,3/31/2019
0.0,,,,True Line,0.1891,3/31/2019
0.9958592592592592,1.0,,,Elite,0.6332,3/31/2019
0.0152174,1.0,,,Smart Cash,0.0548,3/31/2019
0.11193,1.0,,,True Line Gold,0.0575,3/31/2019
0.915668,0.0,,,True Line Gold,0.1701,3/31/2019
0.000111034,1.0,,,Smart Cash,0.0455,3/31/2019
0.0218550724637681,1.0,,,True Line,0.0468,4/30/2019
0.3395426923076923,1.0,,,True Line,0.386,4/30/2019
0.6653872727272727,1.0,,,True Line Gold,0.3995,4/30/2019
0.568353,1.0,,,Platinum,0.2871,4/30/2019
0.026352941,1.0,,,Smart Cash,0.1297,4/30/2019
0.0,,,,Elite,0.0492,4/30/2019
0.272262,1.0,,,True Line,0.2164,4/30/2019
0.0,,,,Platinum,0.2205,4/30/2019
0.0,,,,Smart Cash,0.0721,4/30/2019
0.8493471698113207,1.0,,,True Line Gold,0.4436,4/30/2019
0.107578,1.0,,,Platinum,0.0679,4/30/2019
0.0,,,,True Line,0.1123,4/30/2019
0.0,,,,Elite,0.0656,4/30/2019
0.0,,,,Platinum,0.0969,4/30/2019
0.048274,1.0,,,Smart Cash,0.0403,4/30/2019
1.359924,1.0,,,True Line,0.7453,4/30/2019
0.0,,,,Platinum,0.0789,4/30/2019
0.089248454,1.0,8834.29,,True Line,0.1826,4/30/2019
0.00566,1.0,19886.8,,True Line Gold,0.0393,4/30/2019
1.0083375,1.0,-166.75,,Platinum,0.7485,4/30/2019
0.483557,1.0,10328.86,,Smart Cash,0.4613,4/30/2019
0.4675,1.0,3834.0,,Platinum,0.4089,4/30/2019
0.6621859999999999,1.0,1689.0700000000006,,True Line Gold,0.2827,4/30/2019
0.007865714,1.0,13889.88,,Platinum,0.0248,4/30/2019
0.0283557142857142,1.0,6801.51,,True Line Gold,0.1355,4/30/2019
0.6642766233766234,1.0,5170.139999999999,150.53,Smart Cash,0.6673,4/30/2019
0.6417,0.4594763908368396,5374.5,74.76,Elite,0.1644,4/30/2019
-0.108055556,0.0,9972.5,0.0,Elite,0.0022,4/30/2019
0.0,,3000.0,0.0,True Line Gold,0.13,4/30/2019
0.032274194,1.0,5999.9,0.0,Smart Cash,0.1414,4/30/2019
0.0835386,1.0,45823.07,167.33,Elite,0.0056,4/30/2019
0.0,,14000.0,0.0,True Line,0.0523,4/30/2019
0.0407592592592592,1.0,2589.95,0.0,True Line Gold,0.1746,4/30/2019
0.05011,1.0,18997.8,0.0,Elite,0.0166,4/30/2019
0.02842,1.0,9715.8,0.0,True Line Gold,0.1807,4/30/2019
0.0,,5200.0,0.0,True Line Gold,0.1592,4/30/2019
0.1361523364485981,1.0,9243.17,9.41,Smart Cash,0.3057,4/30/2019
0.003655926,1.0,26901.29,0.0,Smart Cash,0.0148,4/30/2019
0.260875,1.0,1478.25,11.62,Smart Cash,0.33,4/30/2019
0.1984855,1.0,16030.29,0.0,Smart Cash,0.0826,4/30/2019
0.6714637795275591,0.0,4172.41,7.77,Elite,0.1803,4/30/2019
0.90074375,1.0,794.0500000000003,145.47,True Line Gold,0.6196,4/30/2019
0.004749027,1.0,25577.95,0.0,True Line,0.0111,4/30/2019
0.503718,1.0,2481.41,62.45,Platinum,0.4548,4/30/2019
0.1262041666666666,1.0,10485.55,0.0,Smart Cash,0.1327,4/30/2019
0.055908696,1.0,10857.05,-19.12,Smart Cash,0.0916,4/30/2019
5e-06,1.0,1999.99,0.01,True Line,0.1417,4/30/2019
-0.000640667,0.0,30019.22,-16.71,True Line,0.0004,4/30/2019
0.0305432989690721,1.0,18807.46,0.0,True Line,0.011,4/30/2019
-1.82e-06,0.0,5500.01,0.0,True Line Gold,0.0219,4/30/2019
0.2814092307692308,1.0,9341.68,0.0,True Line,0.1311,4/30/2019
0.7989121951219512,0.8928649932530208,1648.92,113.99,Smart Cash,0.666,4/30/2019
0.8785622119815668,1.0,2635.2000000000007,0.0,Smart Cash,0.7577,4/30/2019
0.8479284946236558,0.0,2828.530000000001,12.92,Smart Cash,0.3999,4/30/2019
0.9723677777777776,1.0,497.38,300.02,True Line,0.9035,4/30/2019
0.36118,1.0,1277.64,0.0,True Line Gold,0.6048,4/30/2019
0.9201469387755102,0.0,1173.84,0.0,Smart Cash,0.4143,4/30/2019
0.9162268965517242,0.0,1214.7099999999991,11.7,True Line,0.3308,4/30/2019
0.1319127777777777,0.0,15625.57,2.25,Elite,0.0035,4/30/2019
0.033836,1.0,7246.23,-16.5,Elite,0.0551,4/30/2019
0.03380974,1.0,14879.33,0.92,Elite,0.0958,4/30/2019
0.969907,0.0,601.8600000000006,0.0,Smart Cash,0.129,4/30/2019
0.6229045454545454,1.0,4148.05,129.89,Platinum,0.8035,4/30/2019
0.005576378,1.0,12629.18,0.0,Smart Cash,0.093,4/30/2019
0.7566633333333332,1.0,1460.020000000001,35.45,True Line,0.5829,4/30/2019
0.038028125,1.0,18469.86,0.0,Smart Cash,0.1028,4/30/2019
0.9263341013824884,0.0,1598.5499999999995,17.45,True Line,0.3544,4/30/2019
0.0405515789473684,1.0,9114.76,0.0,Elite,0.0375,4/30/2019
0.1225714285714285,1.0,12284.0,0.0,True Line Gold,0.0513,4/30/2019
0.0,,3000.0,0.0,True Line,0.0487,4/30/2019
0.2580371428571428,1.0,2596.87,0.0,Smart Cash,0.1404,4/30/2019
0.069196,1.0,4654.02,0.0,Elite,0.3839,4/30/2019
0.6510462068965517,0.470005307,5059.83,68.45,Platinum,0.3399,4/30/2019
0.344974,1.0,6550.26,0.0,Elite,0.2149,4/30/2019
0.9420066666666668,0.0,1739.7999999999995,24.15,Elite,0.4443,4/30/2019
-0.000787083,0.0,24018.89,0.0,Elite,0.0023,4/30/2019
0.2340790476190476,1.0,16084.34,0.0,True Line Gold,0.045,4/30/2019
0.9836706666666668,0.0,367.4099999999999,40.44,Platinum,0.2671,4/30/2019
0.03434963,1.0,26072.56,11.33,Smart Cash,0.0024,4/30/2019
0.9089091954022988,1.0,792.4899999999997,159.95,True Line,0.8794,4/30/2019
0.2435568571428572,1.0,26475.51,0.0,True Line,0.0185,4/30/2019
0.4077761904761905,1.0,2487.34,30.71,Smart Cash,0.5181,4/30/2019
0.7743595,1.0,4512.81,193.87,Smart Cash,0.7466,4/30/2019
0.2316833333333333,1.0,9219.8,52.45,Platinum,0.0812,4/30/2019
0.047256842,1.0,9051.06,0.0,True Line,0.0587,4/30/2019
0.40978,0.6778173654155888,5902.2,72.36,Elite,0.4593,4/30/2019
0.179349,1.0,8206.51,40.07,True Line,0.1191,4/30/2019
0.098562,1.0,9014.38,10.52,Elite,0.1503,4/30/2019
0.1273776470588235,1.0,7417.29,25.01,True Line,0.029,4/30/2019
0.1282264285714285,1.0,12204.83,0.0,Smart Cash,0.0463,4/30/2019
0.002857143,1.0,13960.0,0.0,Elite,0.0922,4/30/2019
0.7176047999999999,1.0,7059.880000000001,331.84,Smart Cash,0.5965,4/30/2019
0.424131,1.0,5758.69,0.0,Platinum,0.4396,4/30/2019
0.000463743,1.0,17092.07,8.7,True Line Gold,0.0235,4/30/2019
0.1824946666666666,0.0,12262.58,0.0,Elite,0.0076,4/30/2019
3.846153846153846e-06,1.0,2599.99,0.0,Platinum,0.3166,4/30/2019
